name,dialogue,season,episode
rachel,"I'm not going to tell you, but if you found out on your own, that would be okay and then we could talk about it. Right?",5,11
joey,"Well, then it wouldn't be a secret. So yeah, that would be okay. Yeah. Yeah!",5,11
rachel,"Yeah. Well.  Hey uh Joe, would mind going over to Chandler's bedroom and get that book back that he borrowed from me?",5,11
joey,Now? You want me to go over there now?,5,11
rachel,Yeah!,5,11
joey,Do you know something?,5,11
rachel,Do you know something?,5,11
joey,I might know something.,5,11
rachel,I might know something too.,5,11
joey,What's the thing you know?,5,11
rachel,"Oh no, I can't tell you until you tell me what you know.",5,11
joey,I can't tell you what I know.,5,11
rachel,Well then I can't tell you what I know.,5,11
joey,"Okay, fine.",5,11
joey,You don't know!,5,11
rachel,"All right, how about I go over there and I will walk into Chandler's bedroom and I will see that thing that I think that I know is actually the thing that I think that I know!",5,11
joey,YOU KNOW!!!!,5,11
rachel,AND YOU KNOW!!!,5,11
joey,"Yeah, I know!!!!",5,11
rachel,"Chandler and Monica?!! Oh, this is unbelievable!! How long have you known?",5,11
joey,"Too long! Oh my God, Rach, I've been dying to talk to someone about this for so long! Listen, listen, we can't say anything about this to anybody, they're so weird about that! Listen",5,11
joey and rachel,Hey!,5,11
phoebe,Hey! It's raining. I don't want to fly in the rain. So,5,11
joey,"Oh, I am going to go for a walk in the rain.",5,11
rachel,"oh, yeah, me too.",5,11
phoebe,that is weird.  I bet they're doing it.,5,11
chandler,"Oh good, okay, I can't take it anymore. I can't take it anymore. So you win, okay? Here!  Pheebs? Flying a jet? Better make it a spaceship so that you can get back to your home planet! And Ross, phone call for you today, Tom Jones, he wants his pants back! And Hornswoggle? What are you dating a character from Fragile Rock?!",5,11
rachel,Come on Joey!!!,5,12
joey,"Rach, I told you everything I knew last night! Look, it's not that big of a deal, so Monica and Chandler are doing it.",5,12
rachel,I can't believe you would say that!,5,12
joey,Sorry. Monica and Chandler are making love.,5,12
rachel,"No! I mean come on! This is a huge deal!  Fine I want—I need more details, who-who initiated the first kiss?",5,12
joey,I don't know.,5,12
rachel,Is he romantic with her?,5,12
joey,I don't know.,5,12
rachel,Are they in love?,5,12
joey,I don't know.,5,12
rachel,You don't know anything.,5,12
joey,"OH, I know one thing!",5,12
rachel,What?,5,12
joey,They did it right there on the couch.,5,12
joey,Hey Ross!,5,12
phoebe,Hey!,5,12
ross,"Hey-yeah.  Hey Gunther, can I have a scone please?  want to hear some good news? Someone I know is getting married! Yeah! And weddings are happy occasions! Oh, by-the-by it's my ex-wife Emily!",5,12
all,What? Oh!,5,12
chandler,Sorry man.,5,12
gunther,Here's your scone.,5,12
ross,"Oh, thanks Gunther.  STUPID BRITISH SNACK FOOD!!!!!!!",5,12
chandler,Did they teach you that in your anger management class?,5,12
phoebe,"Hey, you know what might help you deal with it? Think of it this way, you and Emily are in the past and you can't be mad about the past. So are you still mad about the Louisiana Purchase?",5,12
rachel,"Pheebs, I don’t think anyone's mad about that.",5,12
phoebe,Exactly! Because it's in the past!,5,12
joey,Anybody going to eat that?,5,12
monica,"Look at us all dressed up for the big office party! By the way, what are we celebrating?",5,12
chandler,"Oh, we had a lot of liquor left over from the Christmas party.",5,12
monica,I think this is so cool because none of our friends are here and we can be a real couple. We don't have to hide.,5,12
chandler,"I know, I can do this.",5,12
monica,"Ooh, and I can do this.",5,12
both,We can't do that.,5,12
doug,"Hey Bing!   Wo-ho-ho, who's the pretty lady and what the hell is she doing with you?",5,12
chandler,"I asked myself that very question, sir. Uh,  this is Monica.  This is my boss, Doug. Doug this is Monica.",5,12
monica,"Hi, nice to meet you!",5,12
doug,Hi! And this is my wife Kara.,5,12
kara,Nice to meet you Monica. Bing!,5,12
doug,"Say uh, Bing, did you hear about the new law firm we got working for us?",5,12
chandler,"No, sir.",5,12
doug,"Yeah, Dewey, Cheatum, and Howe.",5,12
doug,"Come on honey, let's go drink our body weight.",5,12
monica,What was that?,5,12
chandler,What?,5,12
monica,That noise you just made?,5,12
chandler,"Oh, that was my work laugh.",5,12
monica,Really? Your work laugh?,5,12
chandler,"Oh, believe me, to survive this party, you are going to have to come up with one too.",5,12
monica,"All right, check me out.",5,12
chandler,Okay.,5,12
doug,says $30 Father; same as in town.,5,12
chandler,Hey! Everybody at work loved you last night!,5,12
monica,Really?,5,12
chandler,"And! They like me more just because I was with ya! I think you repaired a lot of the damage from when they met Joey. And Doug wants us to play tennis with them. He's never even talked to me outside of work. Except for that time when we bumped into each other at that strip club.  Strip church. Anyway, I'm going to go try and find a racquet.",5,12
monica,"Hey, I thought you already had one.",5,12
chandler,"Oh I used too, but then Joey thought it would be fun to go to Central Park and hit rocks at…bigger rocks.  Hey Rach, do you have a tennis racquet?",5,12
rachel,"Oh umm, you know I lent it to Joey and I never actually got it back.",5,12
chandler,"Okay, good luck with that.",5,12
rachel,Hey!,5,12
monica,Hi!,5,12
rachel,What's up?!,5,12
monica,What are you doing here? I thought you had to do inventory all day.,5,12
rachel,"Well yeah, I do, but I decided to take a long lunch and spend some time with my friend Monica. You know I-I feel that we don't talk anymore. How are you? What is new with you?",5,12
monica,"Uhh, not much. Uh, work's good.",5,12
rachel,"OH you know what, we don’t have to talk about work. We can talk about anything!",5,12
monica,Okay. Umm,5,12
rachel,Hey! you know what? Let's talk about relationships!,5,12
monica,"Okay, what's going on with you?",5,12
rachel,Nothing! You go!,5,12
monica,"Well, I-I—there was this guy at the bank that I thought was cute umm, but I don't anymore.",5,12
rachel,"Wow that is uh, juicy. Umm, you know what though Mon, I actually do have a lot of work to do so if-if—are you sure there's just not anything else?",5,12
monica,"Yes, I'm sure! Rachel is there something that you want to talk me about?",5,12
rachel,No!   If there was I wouldn't tell you.,5,12
phoebe,"Okay, then what happened?",5,12
phoebe,OH. Uh-huh. Uh-huh.  You'll get your turn!,5,12
ross,"Hey Pheebs, what's going on?",5,12
phoebe,Nothing!   This is not over!,5,12
ross,No! No! No!,5,12
phoebe,What?!,5,12
ross,"I was up all night writing this really nasty letter to Emily! It was perfect and now it's all covered in-in…  Actually, thanks!",5,12
joey,All right! Everybody ready to go to the movies?,5,12
ross,"Uh actually, I think I'm going to skip it.",5,12
joey,Really?,5,12
ross,"Yeah, I'm going to stay and read my book. I just want to be alone right now.",5,12
joey,"Oh. Are you sure you don't want to come? Tom Hanks, Meg Ryan, they get mail and stuff.",5,12
ross,"that is okay, Joe.",5,12
joey,"All right, let's go Pheebs.",5,12
ross,Oh God!,5,12
doug,Bing!,5,12
kara,Wow!!,5,12
monica,Game!,5,12
doug,"Well, I got to tell ya Bing; that partner of yours is a real tiger.  Are you all right sweetheart?",5,12
kara,I'm not all right.,5,12
doug,"We're, we're just going to get a little sip of water.",5,12
monica,"Am I on fire today or what?! Those birds are browned, basted, and ready to be carved!",5,12
chandler,"Okay, easy Martina. I think we should let them win the next game.",5,12
monica,"I'm sorry, I don't understand what you just said.",5,12
chandler,Let them win one.,5,12
monica,"Are you crazy?! We own those two! I mean look at 'um, he can't breath and she's popping pills.",5,12
chandler,you are not even giving them a chance!,5,12
monica,They have racquets don't they?!,5,12
doug,"Uh Bing, I think we're going to make this the last game.",5,12
chandler,"Oh yes, sir! Put me out of my misery. Are you sure you never played pro?   Please let them win!",5,12
monica,I'll take it down to 95% but that is the best I can do.,5,12
chandler,"Oopsey, missed it!",5,12
monica,I got it!,5,12
doug,Nice shot.,5,12
monica,I got it!!,5,12
chandler,Long!,5,12
monica,I can't believe you let them win!,5,12
chandler,"Yeah, at least you hid your feelings well about it.",5,12
monica,I was frustrated.,5,12
chandler,It was my racquet.,5,12
monica,I was frustrated with you!,5,12
chandler,If we hadn't lost the game they never would've invented us to dinner tomorrow night.,5,12
monica,"You know what really bothers me? Is—it's how-how different you act around them! I mean you know the throwing the tennis games, the fake laugh, the ""I'll see you around, Bing!"" ""Not if I see you first, Doug!""  I got to tell you, I don't like Work Chandler. Okay? The guy's a suck-up.",5,12
chandler,"Okay you know what, because you said that, I'm not putting out tonight.",5,12
monica,"I'm telling you, something's wrong! My brother does not stay out all night.",5,12
joey,Maybe we should check the trash chute.,5,12
rachel,Ross couldn't fit down the trash chute.,5,12
joey,"that is right, he almost could. Which is exactly how I got stuck there.",5,12
phoebe,Hey!,5,12
rachel,There he is!,5,12
monica,Oh my God!  Where the hell have you been?!!,5,12
ross,"Just, you know out.",5,12
rachel,"OH, out, oh God, I don't know why we didn't think to check there!",5,12
phoebe,What were you doing?,5,12
ross,"I uh, went to a bar. And then I just uh, just walked around for a while.",5,12
rachel,You walked around all night in the city by yourself?,5,12
joey,He hooked up! He hooked up with someone.,5,12
ross,"Look, I don't have to answer your questions! Okay? I'm a big boy, I can do whatever I want!",5,12
joey,He hooked up!! Tell us about her!,5,12
janice,Ross you left you scarf in… Hey you guys.,5,12
janice,Uh-oh-okay. Uh-oh-okay. I know what you all are thinking. But Chandler is in Yemen! I'm a young woman! I have needs! I can't wait forever!,5,12
rachel,Yeah! No that is what I was thinking.,5,12
janice,"So I'm asking you please, take a moment before you judge me.",5,12
phoebe,"Oh, nobody's judging you.",5,12
janice,"Oh! Okay!  You, Mister Right Place at the Right Time, call me!",5,12
ross,"Okay, look, I-I know what you guys are going to say",5,12
phoebe,You two will have very hairy children.,5,12
ross,"Okay, I didn't know you would say that.",5,12
rachel,Ross! Janice?!,5,12
joey,"All right, hold on! Hold on. Hold on. This is Ross, okay? He's our friend. He obviously went crazy. He obviously lost his mind.",5,12
ross,"Look, I didn't lose my mind! Okay, Janice and I have a lot in common! We've-we've both been divorced. We-we both have kids.",5,12
phoebe,So are you actually going to see her again?,5,12
joey,Phoebe! Don't put ideas in his head!,5,12
ross,I am going to see her again.,5,12
joey,Damnit Phoebe!!,5,12
rachel,"Okay, I have to tell you something that I have never admitted during our entire friendship! But, when we were in high school I made out with James Farrell even when I knew that you liked him! Wow, that feels so good to get off my chest! Okay, you go!",5,12
monica,My turn? What-what are you talking about?,5,12
rachel,"Ugh, Monica, I know about you and Chandler.",5,12
monica,What?!,5,12
rachel,"I overheard you guys on the phone the other day, and you said, ""I'll just tell Rachel that I'm doing laundry for a couple of hours."" And he said, ""Laundry? Is that my new nickname?"" And you said, ""No! You know what your nickname is, Mr. Big.""",5,12
monica,Well. Sounds like you are writing yourself a little play there Rach. Wow! Let me know how that one turns out.,5,12
rachel,"Well, I wouldn't know because I got so freaked out that I hung up the phone.",5,12
monica,"Well, if you had kept listening, you-you would have heard me call him Mr. Big……ot.",5,12
rachel,What?!,5,12
monica,Mr. Bigot. He tells the most racist jokes.,5,12
rachel,All right. So you are telling me that there is nothing going on between you and Chandler.,5,12
monica,Me and Chandler?!,5,12
joey,"All right, put your 20 bucks down. First one to find the tasty treat wins. Okay?",5,12
phoebe,Uh-hmm.,5,12
joey,All right. Let's get the contestants out of their isolation booths.  And they're off!,5,12
phoebe,Get your foot off my contestant! Judge!,5,12
joey,"Judge rules, no violation.",5,12
phoebe,oh.,5,12
ross,Hey guys!,5,12
phoebe,Hey!,5,12
joey,Yeah!,5,12
ross,"You know what? It sounds so weird to say this but, I just had a great day with Janice!",5,12
joey,What?!,5,12
phoebe,Are you serious?!,5,12
ross,Yeah! I opened up to her about all the terrible stuff that is been happening to me. I mean I talked for hours.  It is amazing to have someone give you such-such focused attention.,5,12
